support,confidence,antecedent,consequent
0.005,0.278,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Tecate],[Anheuser-Busch=Bud Light]
0.005,0.714,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Firestone Walker Brewing Company=Pale 31],[Lagunitas Brewing Company=IPA]
0.005,0.833,[Deschutes Brewery=Mirror Pond Pale Ale]-[Firestone Walker Brewing Company=Pivo Pils],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.556,[Drake's Brewing Company=Hopocalypse],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.008,0.368,[Firestone Walker Brewing Company=Agrestic],[Firestone Walker Brewing Company=Double Jack]
0.008,0.333,[The Bruery=Mischief],[Firestone Walker Brewing Company=Union Jack IPA]
0.009,0.333,[Firestone Walker Brewing Company=Pivo Pils],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.714,[Firestone Walker Brewing Company=Agrestic]-[Firestone Walker Brewing Company=Double Jack],[Dogfish Head Craft Brewery=90 Minute IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.008,0.389,[Coronado Brewing Company=Idiot IPA],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.217,[Pabst Brewing Company=Pabst Blue Ribbon],[Tap It Brewing Co=American Pale Ale]
0.009,0.348,[Firestone Walker Brewing Company=Double Jack],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.455,[The Bruery=Oude Tart],[Anderson Valley Brewing Company=Blood Orange Gose]
0.008,0.333,[Heretic Brewing Company=Chocolate Hazelnut Porter],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.012,0.478,[Firestone Walker Brewing Company=Double Jack],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.500,[Ninkasi Brewing Company=Tricerahops Double IPA],[Green Flash Brewing Co.=West Coast IPA (2014)]
0.005,0.385,[New Belgium Brewing Company=Blue Paddle],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.200,[Stella Artois=Stella Artois],[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]
0.005,0.714,[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)]-[Firestone Walker Brewing Company=Wookey Jack],[Ballast Point Brewing & Spirits=Calm Before The Storm]
0.005,0.833,[Firestone Walker Brewing Company=Union Jack IPA]-[Blue Moon Brewing Company=Belgian White],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.200,[Shock Top Brewing Co.=Belgian White],[New Belgium Brewing Company=Fat Tire]
0.005,0.385,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=Easy Jack],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.556,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Double Jack],[Firestone Walker Brewing Company=Agrestic]
0.005,0.833,[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White],[Firestone Walker Brewing Company=Union Jack IPA]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.294,[Drake's Brewing Company=1500 Pale Ale],[Lagunitas Brewing Company=IPA]-[Oskar Blues Brewery=Mama's Little Yella Pils]
0.005,0.278,[Boulevard Brewing Co.=Tank 7 Farmhouse Ale],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.714,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Pale 31]
0.005,0.833,[Firestone Walker Brewing Company=Union Jack IPA]-[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[BarrelHouse Brewing Co=BarrelHouse IPA]
0.005,0.200,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Union Jack IPA]-[Blue Moon Brewing Company=Belgian White]
0.009,0.471,[Lost Coast Brewery=Great White],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.750,[Lagunitas Brewing Company=Lagunitas Sucks]-[Firestone Walker Brewing Company=Double Jack],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.385,[Firestone Walker Brewing Company=Union Jack IPA]-[Firestone Walker Brewing Company=Easy Jack],[New Belgium Brewing Company=Ranger]
0.005,0.250,[Tap It Brewing Co=IPA (India Pale Ale)],[Dogfish Head Craft Brewery=60 Minute IPA]
0.009,0.421,[Allagash Brewing Company=White],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.217,[New Belgium Brewing Company=Snapshot],[Lagunitas Brewing Company=Cappuccino Stout]
0.007,0.261,[Anchor Brewing Company=Anchor Steam Beer],[Stella Artois=Stella Artois]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Stone Brewing Co.=Delicious IPA]
0.005,0.333,[Guinness=Smithwick's Draught / Premium Irish Ale / Red Ale],[New Belgium Brewing Company=Fat Tire]-[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.009,0.444,[Rogue Ales & Spirits=Dead Guy Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.222,[Firestone Walker Brewing Company=Pale 31],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.417,[Hangar 24 Craft Brewery=Chocolate Porter],[Ninkasi Brewing Company=Oatis Oatmeal Stout]
0.005,0.714,[Deschutes Brewery=Mirror Pond Pale Ale]-[New Belgium Brewing Company=Fat Tire],[Firestone Walker Brewing Company=Easy Jack]
0.007,0.231,[Deschutes Brewery=Mirror Pond Pale Ale],[Karl Strauss Brewing Company=Tower 10 IPA]-[Firestone Walker Brewing Company=Easy Jack]
0.007,0.500,[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Union Jack IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.263,[Ninkasi Brewing Company=Vanilla Oatis Stout],[Russian River Brewing Company=Pliny the Elder]
0.011,0.476,[Heretic Brewing Company=Chocolate Hazelnut Porter],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.417,[Hangar 24 Craft Brewery=Chocolate Porter],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.833,[Hangar 24 Craft Brewery=Chocolate Porter]-[Stone Brewing Co.=Stone Smoked Porter],[Ninkasi Brewing Company=Oatis Oatmeal Stout]
0.005,0.333,[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)],[The Bruery=Mischief]
0.007,0.857,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.286,[Mother Earth Brew Co. (California)=Cali' Creamin'],[Figueroa Mountain Brewing Co.=Danish Red Lager]
0.008,0.438,[Oskar Blues Brewery=Mama's Little Yella Pils],[Lagunitas Brewing Company=IPA]
0.005,0.200,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White]
0.007,0.286,[The Bruery=Mischief],[Stone Brewing Co.=Stone IPA]
0.007,0.286,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Anderson Valley Brewing Company=Blood Orange Gose]
0.009,0.364,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Lagunitas Brewing Company=IPA]
0.005,0.294,[Stone Brewing Co.=Xocoveza Mocha Stout],[Stone Brewing Co.=Stone Enjoy By 10.31.14 IPA]
0.005,0.312,[Modern Times Beer=Blazing World],[Deschutes Brewery=Fresh Squeezed IPA]
0.005,0.556,[Firestone Walker Brewing Company=Pivo Pils]-[New Belgium Brewing Company=Fat Tire],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.500,[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.009,0.229,[Russian River Brewing Company=Pliny the Elder],[Stone Brewing Co.=Xocoveza Mocha Stout]
0.005,0.625,[New Belgium Brewing Company=Ranger]-[Firestone Walker Brewing Company=Union Jack IPA],[Stone Brewing Co.=Stone IPA]
0.007,0.200,[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest],[Firestone Walker Brewing Company=Pivo Pils]
0.007,0.261,[Stone Brewing Co.=Delicious IPA],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.263,[Ninkasi Brewing Company=Vanilla Oatis Stout],[Stone Brewing Co.=Xocoveza Mocha Stout]
0.005,0.455,[Figueroa Mountain Brewing Co.=Big Cone Black Ale],[Knee Deep Brewing Company=Hoptologist DIPA]
0.007,0.750,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Lagunitas Brewing Company=IPA]
0.007,0.240,[Firestone Walker Brewing Company=Opal],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.714,[Dogfish Head Craft Brewery=90 Minute IPA]-[Firestone Walker Brewing Company=Double Jack],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic]
0.005,0.263,[Pizza Port Brewing Co.=Swami's IPA],[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.556,[The Bruery=Mischief]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Lagunitas Brewing Company=IPA]
0.007,0.750,[Firestone Walker Brewing Company=805 Blonde]-[Figueroa Mountain Brewing Co.=Danish Red Lager],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.833,[Firestone Walker Brewing Company=Pivo Pils]-[Sapporo Breweries=Sapporo Premium Beer],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[North Coast Brewing Company=Brother Thelonious]
0.005,0.294,[Golden Road Brewing=Wolf Among Weeds],[Lagunitas Brewing Company=IPA]
0.007,0.316,[Oskar Blues Brewery=Old Chub],[Saint Archer Brewing Company=White Ale]
0.005,0.625,[Firestone Walker Brewing Company=805 Blonde]-[New Belgium Brewing Company=Rampant],[Goose Island Beer Co.=Goose IPA]
0.005,0.833,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Union Jack IPA],[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White]
0.007,0.545,[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Maui Brewing Company=CoCoNut PorTeR]
0.005,0.312,[Drake's Brewing Company=Denogginizer],[Russian River Brewing Company=Pliny the Elder]
0.005,0.217,[Firestone Walker Brewing Company=Double Jack],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.714,[Firestone Walker Brewing Company=Agrestic]-[The Bruery=Tart of Darkness (2014)],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)]
0.009,0.444,[Coronado Brewing Company=Idiot IPA],[Lagunitas Brewing Company=IPA]
0.005,0.333,[Kona Brewing Company=Big Wave Golden Ale],[Allagash Brewing Company=White]
0.005,0.556,[Firestone Walker Brewing Company=805 Blonde]-[New Belgium Brewing Company=Fat Tire],[Firestone Walker Brewing Company=Pivo Pils]
0.011,0.238,[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Lagunitas Brewing Company=IPA]
0.007,0.375,[Dogfish Head Craft Brewery=60 Minute IPA],[Lagunitas Brewing Company=IPA]
0.005,0.417,[Ballast Point Brewing & Spirits=Dead Ringer],[The Bruery=Mischief]
0.007,0.462,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Oskar Blues Brewery=Mama's Little Yella Pils]
0.005,0.833,[The Bruery=Mischief]-[Lagunitas Brewing Company=IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.556,[John Crabbie & Co=Original],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.200,[21st Amendment Brewery=Back in Black],[Sierra Nevada Brewing Co.=Kellerweis]
0.007,0.214,[Firestone Walker Brewing Company=Velvet Merlin],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.200,[Firestone Walker Brewing Company=Opal],[Firestone Walker Brewing Company=Lil' Opal]
0.007,0.333,[Anderson Valley Brewing Company=Wild Turkey Bourbon Barrel Stout],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.278,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Tecate],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.208,[Goose Island Beer Co.=Goose IPA],[Stone Brewing Co.=Delicious IPA]
0.005,0.357,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Firestone Walker Brewing Company=805 Blonde]-[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.385,[Anchor Brewing Company=Liberty Ale],[Trumer=Trumer Pils]
0.005,0.294,[Trumer=Trumer Pils],[Lagunitas Brewing Company=IPA]
0.005,0.278,[Stone Brewing Co.=Ruination Double IPA 2.0],[Lagunitas Brewing Company=IPA]
0.007,0.300,[Stone Brewing Co.=Stone Ruination IPA],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Stone Brewing Co.=19th Anniversary Thunderstruck IPA]
0.005,1.000,[Firestone Walker Brewing Company=Bretta Weisse (2014)],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.010,0.346,[Deschutes Brewery=Mirror Pond Pale Ale],[Lagunitas Brewing Company=IPA]
0.008,0.212,[Stone Brewing Co.=Stone IPA],[Oskar Blues Brewery=Mama's Little Yella Pils]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Stone Brewing Co.=Xocoveza For The Holidays & The New Year]
0.007,0.353,[Lagunitas Brewing Company=Night Time Ale],[New Belgium Brewing Company=Rampant]
0.005,0.200,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Union Jack IPA]-[Firestone Walker Brewing Company=Easy Jack]-[Blue Moon Brewing Company=Belgian White]
0.005,0.312,[New Belgium Brewing Company=Rampant],[Karl Strauss Brewing Company=Red Trolley Ale]
0.005,0.200,[Stella Artois=Stella Artois],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.007,0.375,[New Belgium Brewing Company=Rampant],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.200,[Guinness=Guinness Draught],[Lagunitas Brewing Company=IPA]
0.005,0.200,[Stone Brewing Co.=Stone Cali-Belgique IPA],[Stone Brewing Co.=Stone IPA]
0.007,0.857,[Firestone Walker Brewing Company=Agrestic]-[Firestone Walker Brewing Company=Double Jack],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.278,[Heretic Brewing Company=Shallow Grave],[Almanac Beer Co.=Golden Gate Gose]
0.010,0.429,[The Bruery=Mischief],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.227,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.208,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Firestone Walker Brewing Company=Opal]
0.005,0.250,[Bang The Drum Brewery=King Maté],[Bang The Drum Brewery=Das Weiss]
0.005,0.333,[Kona Brewing Company=Big Wave Golden Ale],[Coors Brewing Company=Third Shift - Amber Lager]
0.005,0.263,[Rogue Ales & Spirits=Hazelnut Brown Nectar],[The Bruery=Mischief]
0.008,0.259,[Deschutes Brewery=Fresh Squeezed IPA],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.007,0.214,[Firestone Walker Brewing Company=Velvet Merlin],[Firestone Walker Brewing Company=Opal]
0.005,0.238,[Ballast Point Brewing & Spirits=Calm Before The Storm],[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)]-[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.294,[Lagunitas Brewing Company=Night Time Ale],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.556,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Sierra Nevada Brewing Co.=Pale Ale],[Lagunitas Brewing Company=IPA]
0.005,0.417,[Pizza Port Brewing Co.=Chronic Amber Ale],[Firestone Walker Brewing Company=805 Blonde]
0.007,1.000,[Deschutes Brewery=The Abyss (2013)],[Ballast Point Brewing & Spirits=Victory at Sea]
0.007,0.353,[Lost Coast Brewery=Great White],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.353,[Karl Strauss Brewing Company=Red Trolley Ale],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.263,[Bang The Drum Brewery=Draca],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.385,[Deschutes Brewery=Obsidian Stout],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.263,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Karl Strauss Brewing Company=Red Trolley Ale]
0.009,0.320,[Stella Artois=Stella Artois],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.625,[Stella Artois=Stella Artois]-[Sapporo Breweries=Sapporo Premium Beer],[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]
0.005,0.238,[BarrelHouse Brewing Co=BarrelHouse IPA],[Knee Deep Brewing Company=Hoptologist DIPA]
0.007,0.400,[Kona Brewing Company=Fire Rock Pale Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.357,[Sierra Nevada Brewing Co.=Narwhal Imperial Stout],[Big Sky Brewing Company=Moose Drool Brown Ale]
0.005,0.385,[Firestone Walker Brewing Company=Bretta Weisse],[Firestone Walker Brewing Company=Agrestic]
0.005,0.357,[Stone Brewing Co.=Stone Enjoy By 10.31.15 IPA],[Sierra Nevada Brewing Co.=Pale Ale]
0.008,0.212,[Stone Brewing Co.=Stone IPA],[Sierra Nevada Brewing Co.=Torpedo Extra IPA]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Firestone Walker Brewing Company=Easy Jack]-[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.833,[Goose Island Beer Co.=Goose IPA]-[New Belgium Brewing Company=Rampant],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.714,[Lagunitas Brewing Company=IPA]-[Figueroa Mountain Brewing Co.=Hurricane Deck],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.714,[Firestone Walker Brewing Company=Agrestic]-[Firestone Walker Brewing Company=Double Jack],[Dogfish Head Craft Brewery=90 Minute IPA]
0.005,0.312,[Plzeňský Prazdroj=Pilsner Urquell],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.263,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Figueroa Mountain Brewing Co.=Lizard's Mouth]-[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.278,[Rogue Ales & Spirits=Dead Guy Ale],[Kona Brewing Company=Big Wave Golden Ale]
0.005,0.294,[Lost Coast Brewery=Great White],[Firestone Walker Brewing Company=Union Jack IPA]
0.007,1.000,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Union Jack IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.238,[The Bruery=Mischief],[Drake's Brewing Company=Denogginizer]
0.010,0.265,[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=Easy Jack]
0.007,0.261,[Pabst Brewing Company=Pabst Blue Ribbon],[Coors Brewing Company=Coors Original]
0.005,0.714,[Firestone Walker Brewing Company=Pivo Pils]-[Stella Artois=Stella Artois],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.500,[Firestone Walker Brewing Company=805 Blonde]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Oskar Blues Brewery=Mama's Little Yella Pils]
0.005,0.238,[Figueroa Mountain Brewing Co.=Danish Red Lager],[Bootlegger's Brewery=Palomino Pale Ale]
0.007,0.300,[Lagunitas Brewing Company=Lagunitas Sucks],[Lagunitas Brewing Company=IPA]
0.005,0.417,[Ninkasi Brewing Company=Oatis Oatmeal Stout],[Hangar 24 Craft Brewery=Chocolate Porter]
0.005,0.312,[Firestone Walker Brewing Company=Lil' Opal],[Mammoth Brewing Company=Double Nut Brown]
0.005,1.000,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]-[Heretic Brewing Company=Evil Cousin],[Lagunitas Brewing Company=IPA]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic]
0.007,0.286,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Firestone Walker Brewing Company=Opal]
0.005,0.312,[Oskar Blues Brewery=Mama's Little Yella Pils],[Ballast Point Brewing & Spirits=Sculpin IPA]-[Stone Brewing Co.=Stone IPA]
0.005,0.217,[Anchor Brewing Company=Anchor Steam Beer],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.312,[Figueroa Mountain Brewing Co.=FMB 101],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.500,[Karl Strauss Brewing Company=Wreck Alley Imperial Stout],[Firestone Walker Brewing Company=Velvet Merlin]
0.007,0.240,[Shock Top Brewing Co.=Belgian White],[Stella Artois=Stella Artois]
0.005,0.294,[Central Coast Brewing=Stenner Creek Stout],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,0.500,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic],[The Bruery=Tart of Darkness (2014)]
0.005,0.278,[Boulevard Brewing Co.=Tank 7 Farmhouse Ale],[Stone Brewing Co.=Delicious IPA]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,1.000,[Firestone Walker Brewing Company=Easy Jack]-[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]-[Sierra Nevada Brewing Co.=Pale Ale],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.385,[Firestone Walker Brewing Company=Bretta Weisse],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.011,0.370,[Firestone Walker Brewing Company=Pale 31],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.462,[Anderson Valley Brewing Company=Barney Flats Oatmeal Stout],[Deschutes Brewery=Black Butte Porter]
0.005,0.833,[Hangar 24 Craft Brewery=Chocolate Porter]-[Lagunitas Brewing Company=IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.200,[Firestone Walker Brewing Company=Opal],[Lagunitas Brewing Company=IPA]-[Deschutes Brewery=Fresh Squeezed IPA]
0.005,0.200,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack]
0.005,0.556,[Firestone Walker Brewing Company=Easy Jack]-[Sierra Nevada Brewing Co.=Pale Ale],[Oskar Blues Brewery=Mama's Little Yella Pils]
0.007,0.750,[Russian River Brewing Company=Blind Pig IPA]-[Ballast Point Brewing & Spirits=Victory at Sea],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.357,[Bayerische Staatsbrauerei Weihenstephan=Weihenstephaner Hefeweissbier],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.200,[Firestone Walker Brewing Company=Opal],[Drake's Brewing Company=Denogginizer]
0.007,0.333,[Heretic Brewing Company=Shallow Grave],[Firestone Walker Brewing Company=Opal]
0.005,0.714,[Firestone Walker Brewing Company=Velvet Merlin]-[Deschutes Brewery=Fresh Squeezed IPA],[Firestone Walker Brewing Company=Opal]
0.007,0.214,[Sapporo Breweries=Sapporo Premium Beer],[Blue Moon Brewing Company=Belgian White]
0.007,0.250,[North Coast Brewing Company=Old Rasputin],[Big Sky Brewing Company=Moose Drool Brown Ale]
0.007,0.500,[Lagunitas Brewing Company=Maximus],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.010,0.360,[Guinness=Guinness Draught],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.833,[Deschutes Brewery=Mirror Pond Pale Ale]-[New Belgium Brewing Company=Blue Paddle],[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA]
0.005,0.208,[Big Sky Brewing Company=Moose Drool Brown Ale],[Sierra Nevada Brewing Co.=Narwhal Imperial Stout]
0.008,0.206,[Sierra Nevada Brewing Co.=Pale Ale],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.625,[Russian River Brewing Company=Blind Pig IPA]-[Ballast Point Brewing & Spirits=Victory at Sea],[Alpine Beer Company (CA)=Nelson]
0.005,0.417,[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Union Jack IPA],[Oskar Blues Brewery=Mama's Little Yella Pils]
0.005,0.556,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Union Jack IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.357,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Sierra Nevada Brewing Co.=Pale Ale]
0.007,0.375,[Speakeasy Ales & Lagers=Prohibition Ale],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.312,[Drake's Brewing Company=Denogginizer],[Lagunitas Brewing Company=IPA]
0.005,0.500,[Firestone Walker Brewing Company=805 Blonde]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Sierra Nevada Brewing Co.=Pale Ale]
0.008,0.259,[Deschutes Brewery=Fresh Squeezed IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.261,[Stone Brewing Co.=Delicious IPA],[New Belgium Brewing Company=Fat Tire]
0.007,0.222,[Ballast Point Brewing & Spirits=Victory at Sea],[Stone Brewing Co.=Xocoveza Mocha Stout]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Central Coast Brewing=Terrace Hill Double IPA]
0.007,0.316,[Boston Beer Company (Samuel Adams)=Samuel Adams Winter Lager],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.625,[Sierra Nevada Brewing Co.=Torpedo Extra IPA]-[Lagunitas Brewing Company=IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.227,[Boston Beer Company (Samuel Adams)=Samuel Adams Boston Lager],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.833,[Gordon Biersch Brewing Company=Märzen],[New Belgium Brewing Company=Fat Tire]
0.005,0.312,[Stone Brewing Co.=Coffee Milk Stout],[Mammoth Brewing Company=Double Nut Brown]
0.005,0.208,[North Coast Brewing Company=Old Rasputin],[Heretic Brewing Company=Evil Cousin]
0.005,0.556,[Stone Brewing Co.=Delicious IPA]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Sierra Nevada Brewing Co.=Pale Ale]
0.008,0.538,[New Belgium Brewing Company=Blue Paddle],[Lagunitas Brewing Company=IPA]
0.005,0.208,[North Coast Brewing Company=Old Rasputin],[Stone Brewing Co.=Stone IPA]
0.008,0.412,[Lagunitas Brewing Company=Pils],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.545,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Stone Brewing Co.=Stone IPA],[Lagunitas Brewing Company=IPA]
