support,confidence,antecedent,consequent
0.005,0.833,[Figueroa Mountain Brewing Co.=Lizard's Mouth]-[Figueroa Mountain Brewing Co.=Hurricane Deck],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.007,0.250,[Grupo Modelo S.A. de C.V.=Negra Modelo],[Stone Brewing Co.=Stone IPA]
0.012,0.262,[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Firestone Walker Brewing Company=Double Jack]
0.009,0.242,[Stone Brewing Co.=Stone IPA],[Firestone Walker Brewing Company=805 Blonde]
0.005,1.000,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Union Jack IPA]-[Blue Moon Brewing Company=Belgian White],[Firestone Walker Brewing Company=Easy Jack]
0.008,0.250,[Sapporo Breweries=Sapporo Premium Beer],[Anchor Brewing Company=Anchor Steam Beer]
0.007,0.857,[Deschutes Brewery=Mirror Pond Pale Ale]-[Stella Artois=Stella Artois],[Paulaner Gruppe=Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen]
0.005,0.312,[Plzeňský Prazdroj=Pilsner Urquell],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.208,[Goose Island Beer Co.=Goose IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.833,[Lagunitas Brewing Company=Lagunitas Sucks]-[Russian River Brewing Company=Pliny the Elder],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.417,[Left Hand Brewing Company=Milk Stout Nitro],[Stone Brewing Co.=Xocoveza Mocha Stout]
0.005,0.417,[Founders Brewing Co.=Breakfast Stout],[Russian River Brewing Company=Pliny the Elder]
0.005,0.833,[Lagunitas Brewing Company=Lagunitas Sucks]-[Drake's Brewing Company=Denogginizer],[Firestone Walker Brewing Company=Double Jack]
0.007,0.214,[Firestone Walker Brewing Company=Velvet Merlin],[Firestone Walker Brewing Company=Double Jack]
0.007,0.375,[Firestone Walker Brewing Company=Firestone 18 (XVIII) Anniversary Ale],[Firestone Walker Brewing Company=Firestone 17 (XVII) Anniversary Ale]
0.005,0.217,[Firestone Walker Brewing Company=Oaktoberfest],[21st Amendment Brewery=Hell or High Watermelon]
0.011,0.222,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.375,[Green Flash Brewing Co.=Green Bullet],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.556,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=Pivo Pils],[New Belgium Brewing Company=Fat Tire]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Stone Brewing Co.=Stone Ruination IPA]
0.007,0.429,[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.714,[Anchor Brewing Company=Anchor Steam Beer]-[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=Easy Jack]-[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.312,[New Belgium Brewing Company=Rampant],[Trumer=Trumer Pils]
0.005,0.333,[Kona Brewing Company=Fire Rock Pale Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Kona Brewing Company=Big Wave Golden Ale]
0.005,0.312,[BarrelHouse Brewing Co=Templeton - Kolsch Style Ale],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.278,[Lagunitas Brewing Company=Brown Shugga'],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.217,[Firestone Walker Brewing Company=Double Jack],[Lagunitas Brewing Company=Lagunitas Sucks]-[Firestone Walker Brewing Company=Agrestic]
0.005,0.312,[Firestone Walker Brewing Company=Lil' Opal],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.556,[Alpine Beer Company (CA)=Hoppy Birthday],[Alpine Beer Company (CA)=Duet]
0.005,0.417,[Lagunitas Brewing Company=Maximus],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Karl Strauss Brewing Company=Big Barrel Double IPA]
0.005,0.500,[Hangar 24 Craft Brewery=Barrel Roll No. 3 - Pugachev's Cobra (2014)],[Stone Brewing Co.=Xocoveza Mocha Stout]
0.005,0.200,[Shock Top Brewing Co.=Belgian White],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.625,[Firestone Walker Brewing Company=805 Blonde]-[Goose Island Beer Co.=Goose IPA],[New Belgium Brewing Company=Rampant]
0.005,0.333,[Guinness=Smithwick's Draught / Premium Irish Ale / Red Ale],[Stone Brewing Co.=Stone Smoked Porter]
0.005,0.500,[Ballast Point Brewing & Spirits=Indra Kunindra],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,1.000,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Heretic Brewing Company=Evil Cousin],[Lagunitas Brewing Company=IPA]
0.005,0.263,[Central Coast Brewing=Catch 23],[Rogue Ales & Spirits=Hazelnut Brown Nectar]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Central Coast Brewing=Stenner Creek Stout]
0.005,0.385,[Stone Brewing Co.=Stone Smoked Porter],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.294,[Central Coast Brewing=Stenner Creek Stout],[Stone Brewing Co.=Delicious IPA]
0.007,0.222,[Ballast Point Brewing & Spirits=Victory at Sea],[Deschutes Brewery=The Abyss (2013)]
0.005,0.833,[Heretic Brewing Company=Chocolate Hazelnut Porter]-[Ballast Point Brewing & Spirits=Victory at Sea],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.007,0.316,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.333,[Russian River Brewing Company=Damnation],[Dogfish Head Craft Brewery=90 Minute IPA]
0.007,0.300,[Stone Brewing Co.=Stone Ruination IPA],[Stone Brewing Co.=Stone Cali-Belgique IPA]
0.005,0.357,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Jacob Leinenkugel Brewing Company=Summer Shandy]
0.007,0.207,[Firestone Walker Brewing Company=Union Jack IPA],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.294,[Trumer=Trumer Pils],[Figueroa Mountain Brewing Co.=Danish Red Lager]
0.007,0.333,[Mammoth Brewing Company=Double Nut Brown],[Sierra Nevada Brewing Co.=Narwhal Imperial Stout]
0.005,0.714,[Firestone Walker Brewing Company=Agrestic]-[Ballast Point Brewing & Spirits=Victory at Sea],[Russian River Brewing Company=Blind Pig IPA]
0.007,0.250,[Firestone Walker Brewing Company=Pivo Pils],[Stone Brewing Co.=Stone IPA]
0.005,0.250,[Stone Brewing Co.=Stone Ruination IPA],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.008,0.206,[Sierra Nevada Brewing Co.=Pale Ale],[Saint Archer Brewing Company=White Ale]
0.007,0.429,[Drake's Brewing Company=Aroma Coma],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.455,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Stone Brewing Co.=Stone IPA],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.833,[Boston Beer Company (Samuel Adams)=Samuel Adams Winter Lager]-[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.455,[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)],[Lagunitas Brewing Company=Lagunitas Sucks]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.833,[Anchor Brewing Company=Liberty Ale]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Lagunitas Brewing Company=IPA]
0.005,0.312,[Mendocino Brewing Company=Eye of the Hawk (Imperial Ale)],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Lagunitas Brewing Company=IPA]
0.008,0.241,[Firestone Walker Brewing Company=Union Jack IPA],[BarrelHouse Brewing Co=BarrelHouse IPA]
0.005,0.714,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Opal],[Deschutes Brewery=Fresh Squeezed IPA]
0.005,0.357,[Ballast Point Brewing & Spirits=Pale Ale (Yellowtail)],[Goose Island Beer Co.=Goose IPA]
0.005,0.208,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Union Jack IPA]
0.008,0.333,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Heretic Brewing Company=Chocolate Hazelnut Porter]
0.008,0.250,[Sapporo Breweries=Sapporo Premium Beer],[Deschutes Brewery=Mirror Pond Pale Ale]
0.007,0.375,[BarrelHouse Brewing Co=BarrelHouse Stout],[Deschutes Brewery=Black Butte Porter]
0.007,0.429,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Grupo Modelo S.A. de C.V.=Modelo Especial]
0.005,0.556,[Lagunitas Brewing Company=IPA]-[Drake's Brewing Company=1500 Pale Ale],[Oskar Blues Brewery=Mama's Little Yella Pils]
0.005,0.263,[Grupo Modelo S.A. de C.V.=Pacifico Clara],[Firestone Walker Brewing Company=Pale 31]
0.005,0.417,[Lost Coast Brewery=Downtown Brown],[New Belgium Brewing Company=1554]
0.007,0.214,[Firestone Walker Brewing Company=Wookey Jack],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Sierra Nevada Brewing Co.=Pale Ale]-[New Belgium Brewing Company=Fat Tire]
0.005,0.357,[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Sculpin IPA],[The Bruery=Mischief]
0.009,0.348,[Stone Brewing Co.=Delicious IPA],[Firestone Walker Brewing Company=Easy Jack]
0.007,0.400,[Kona Brewing Company=Fire Rock Pale Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.417,[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA],[Dogfish Head Craft Brewery=60 Minute IPA]
0.005,0.625,[Lagunitas Brewing Company=The Waldos' Special Ale (AKA Waldo's 420) (2015)],[Alpine Beer Company (CA)=Nelson]
0.005,0.833,[Firestone Walker Brewing Company=Velvet Merlin]-[Firestone Walker Brewing Company=Opal],[Deschutes Brewery=Fresh Squeezed IPA]
0.008,0.350,[Sierra Nevada Brewing Co.=Kellerweis],[Saint Archer Brewing Company=White Ale]
0.005,0.333,[Saint Archer Brewing Company=Pale Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.625,[Sierra Nevada Brewing Co.=There and Back],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.429,[Ballast Point Brewing & Spirits=Pale Ale (Yellowtail)],[New Belgium Brewing Company=Rampant]
0.007,0.316,[Figueroa Mountain Brewing Co.=Hurricane Deck],[New Belgium Brewing Company=Rampant]
0.005,0.625,[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack],[Blue Moon Brewing Company=Belgian White]
0.009,0.421,[Saint Archer Brewing Company=White Ale],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.208,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.357,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Stella Artois=Stella Artois]-[Sapporo Breweries=Sapporo Premium Beer]
0.007,0.500,[Goose Island Beer Co.=Sofie],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.333,[Mammoth Brewing Company=Double Nut Brown],[Firestone Walker Brewing Company=Oaktoberfest]
0.007,0.857,[Firestone Walker Brewing Company=805 Blonde]-[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.008,0.259,[Deschutes Brewery=Fresh Squeezed IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.009,0.320,[Stella Artois=Stella Artois],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.312,[BarrelHouse Brewing Co=BarrelHouse Stout],[Rogue Ales & Spirits=Hazelnut Brown Nectar]
0.005,0.714,[Firestone Walker Brewing Company=Easy Jack]-[New Belgium Brewing Company=Fat Tire],[Deschutes Brewery=Mirror Pond Pale Ale]
0.009,0.320,[Firestone Walker Brewing Company=Opal],[Lagunitas Brewing Company=IPA]
0.007,0.300,[Sierra Nevada Brewing Co.=Kellerweis],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.625,[Firestone Walker Brewing Company=805 Blonde]-[Stone Brewing Co.=Stone IPA],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.007,0.250,[Big Sky Brewing Company=Moose Drool Brown Ale],[21st Amendment Brewery=Back in Black]
0.005,0.833,[North Coast Brewing Company=Old Rasputin]-[Lagunitas Brewing Company=IPA],[Heretic Brewing Company=Evil Cousin]
0.005,0.333,[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)],[Modern Times Beer=Black House]
0.005,0.833,[Anchor Brewing Company=Anchor Steam Beer]-[New Belgium Brewing Company=Fat Tire],[Firestone Walker Brewing Company=805 Blonde]
0.008,0.583,[Coronado Brewing Company=Islander IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.385,[Ninkasi Brewing Company=Total Domination IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Heretic Brewing Company=Evil Cousin]
0.005,0.556,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Ballast Point Brewing & Spirits=Dead Ringer]
0.005,1.000,[Trumer=Trumer Pils]-[Figueroa Mountain Brewing Co.=Danish Red Lager],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.714,[Lagunitas Brewing Company=IPA]-[Deschutes Brewery=Fresh Squeezed IPA],[Drake's Brewing Company=1500 Pale Ale]
0.005,0.294,[Trumer=Trumer Pils],[Lagunitas Brewing Company=Night Time Ale]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.008,0.212,[Stone Brewing Co.=Stone IPA],[Heineken=Heineken]
0.008,0.259,[Firestone Walker Brewing Company=Pale 31],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.217,[Anchor Brewing Company=Anchor Steam Beer],[Firestone Walker Brewing Company=Pivo Pils]-[New Belgium Brewing Company=Fat Tire]
0.005,0.714,[Firestone Walker Brewing Company=Pivo Pils]-[Stella Artois=Stella Artois],[Anchor Brewing Company=Anchor Steam Beer]-[Sapporo Breweries=Sapporo Premium Beer]
0.005,1.000,[Anchor Brewing Company=Anchor Steam Beer]-[Stella Artois=Stella Artois]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.357,[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.357,[New Belgium Brewing Company=1554],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.714,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.250,[Sierra Nevada Brewing Co.=Kellerweis],[Firestone Walker Brewing Company=Pale 31]
0.008,0.206,[Sierra Nevada Brewing Co.=Pale Ale],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.007,0.667,[Stone Brewing Co.=Delicious IPA]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Lagunitas Brewing Company=IPA]
0.009,0.242,[Stone Brewing Co.=Stone IPA],[Stone Brewing Co.=Delicious IPA]
0.005,0.833,[Deschutes Brewery=Mirror Pond Pale Ale]-[Stone Brewing Co.=Stone IPA],[Lagunitas Brewing Company=IPA]-[New Belgium Brewing Company=Blue Paddle]
0.005,0.200,[Stone Brewing Co.=Stone Cali-Belgique IPA],[Firestone Walker Brewing Company=Oaktoberfest]
0.005,0.625,[Sierra Nevada Brewing Co.=Pale Ale]-[Stella Artois=Stella Artois],[North Coast Brewing Company=Scrimshaw Pilsner]
0.005,0.357,[New Belgium Brewing Company=1554],[Lost Coast Brewery=Downtown Brown]
0.005,0.357,[Rogue Ales & Spirits=Rogue Farms 7 Hop IPA],[Russian River Brewing Company=Blind Pig IPA]
0.005,0.238,[Heretic Brewing Company=Chocolate Hazelnut Porter],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.263,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Belching Beaver=Peanut Butter Milk Stout]
0.009,0.348,[New Belgium Brewing Company=Snapshot],[New Belgium Brewing Company=Accumulation]
0.007,0.300,[Stone Brewing Co.=Stone Ruination IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.294,[Stone Brewing Co.=Stochasticity Project: Master of Disguise],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.007,0.261,[Firestone Walker Brewing Company=Oaktoberfest],[Mammoth Brewing Company=Double Nut Brown]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Oskar Blues Brewery=Pinner Throwback IPA]
0.005,0.714,[Deschutes Brewery=Mirror Pond Pale Ale]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=805 Blonde]
0.008,0.500,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.714,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.263,[Kirin Brewery Company=Ichiban (Ichiban Shibori)],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.217,[Dogfish Head Craft Brewery=Punkin Ale],[Modern Times Beer=Black House]
0.005,0.625,[Figueroa Mountain Brewing Co.=Lizard's Mouth]-[Stone Brewing Co.=Stone IPA],[Lagunitas Brewing Company=IPA]
0.005,0.833,[Karl Strauss Brewing Company=Red Trolley Ale]-[Karl Strauss Brewing Company=Tower 10 IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.625,[Figueroa Mountain Brewing Co.=Lizard's Mouth]-[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Lagunitas Brewing Company=IPA]
0.005,0.312,[Golden Road Brewing=Point The Way IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.250,[Grupo Modelo S.A. de C.V.=Negra Modelo],[Oskar Blues Brewery=Dale's Pale Ale]
0.005,0.208,[North Coast Brewing Company=Old Rasputin],[The Bruery=Mischief]
0.005,0.833,[Shock Top Brewing Co.=Belgian White]-[Grupo Modelo S.A. de C.V.=Modelo Especial],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.263,[Boston Beer Company (Samuel Adams)=Samuel Adams Winter Lager],[Grupo Modelo S.A. de C.V.=Negra Modelo]
0.005,0.357,[The Bruery=Tart of Darkness (2014)],[21st Amendment Brewery=Back in Black]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Drake's Brewing Company=Denogginizer]
0.005,0.417,[Hangar 24 Craft Brewery=Chocolate Porter],[Ballast Point Brewing & Spirits=Victory at Sea]
0.007,0.375,[Dogfish Head Craft Brewery=60 Minute IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.714,[Anchor Brewing Company=Anchor Steam Beer]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=Pivo Pils]-[Stella Artois=Stella Artois]
0.005,0.357,[Drake's Brewing Company=Drakonic],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.217,[Anchor Brewing Company=Anchor Steam Beer],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.008,0.412,[Karl Strauss Brewing Company=Red Trolley Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.357,[Drake's Brewing Company=Aroma Coma],[Firestone Walker Brewing Company=Union Jack IPA]
0.010,0.321,[Firestone Walker Brewing Company=Velvet Merlin],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,0.208,[Grupo Modelo S.A. de C.V.=Modelo Especial],[New Belgium Brewing Company=Fat Tire]
0.009,0.286,[Sapporo Breweries=Sapporo Premium Beer],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.250,[Oskar Blues Brewery=Dale's Pale Ale],[Trumer=Trumer Pils]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Sierra Nevada Brewing Co.=Narwhal Imperial Stout]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[21st Amendment Brewery=Back in Black]
0.005,0.278,[Coronado Brewing Company=Idiot IPA],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.375,[New Belgium Brewing Company=Rampant],[Lagunitas Brewing Company=Night Time Ale]
0.009,0.727,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Stone Brewing Co.=Stone IPA],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.714,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Oskar Blues Brewery=Mama's Little Yella Pils],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.353,[Karl Strauss Brewing Company=Red Trolley Ale],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.200,[Firestone Walker Brewing Company=Opal],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.200,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Anchor Brewing Company=Anchor Steam Beer]-[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.500,[Firestone Walker Brewing Company=805 Blonde]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Oskar Blues Brewery=Mama's Little Yella Pils]
0.009,0.400,[Oskar Blues Brewery=Dale's Pale Ale],[New Belgium Brewing Company=Fat Tire]
0.005,0.500,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic],[Dogfish Head Craft Brewery=90 Minute IPA]-[Firestone Walker Brewing Company=Double Jack]
0.005,0.263,[Ninkasi Brewing Company=Vanilla Oatis Stout],[Belching Beaver=Peanut Butter Milk Stout]
